name,description,brand,type,image,url,objectID
1/13/2017 0:00,"Just talked to Agency, can I talk to you Andy Jim?",Strzok,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795466/all_messages_split_to_14000_4_content_only-00-11.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8610161
1/13/2017 21:17,Wrong!,Page,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795466/all_messages_split_to_14000_4_content_only-00-12.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,8524004
1/13/2017 21:18,Ok Donald,Strzok,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795466/all_messages_split_to_14000_4_content_only-00-13.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8508064
1/14/2017 9:11,"Btw, see email. Team.",Strzok,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795466/all_messages_split_to_14000_4_content_only-00-14.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8507993
1/23/2017 6:45,"I can feel my heart beating harder, I'm so stressed out about all the ways this has the potential to go fully off the rails.",Page,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795468/all_messages_split_to_14000_4_content_only-00-15.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,8507948
1/23/2017 6:56,"I know. I just talked with John, we're getting together as soon as I get in to finish that write up for Andy this morning. I reminded John about how I had told Bill and the entire group that we should wait 30 to 60 days after the inauguration to change how were managing this stuff. As it is, he went ahead, and everything is completely falling off the rails. I think our stuff is good on our cases, but I have no hope or understanding about what they're doing on Jens side of the house. [redacted]",Strzok,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795468/all_messages_split_to_14000_4_content_only-00-16.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8507939
1/23/2017 8:23,Hope Hicks - Wikipedia https://en.m.wikipedia.org/wiki/Hope_Hicks,Strzok,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795468/all_messages_split_to_14000_4_content_only-00-17.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8507644
1/23/2017 12:12,Need to talk to you when you are done re [redacted],Page,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795468/all_messages_split_to_14000_4_content_only-00-18.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,8486002
1/23/2017 15:46,Did bill send the [redacted] lhm?,Page,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795468/all_messages_split_to_14000_4_content_only-00-19.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,8286004
1/24/2017 11:19,I don't think the concern is you being there. The,Strzok,Tuesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795468/all_messages_split_to_14000_4_content_only-00-20.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8285023
1/24/2017 11:22,You should def sit in! Just if the desire is to h,Strzok,Tuesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795469/all_messages_split_to_14000_4_content_only-00-21.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,8283007
1/24/2017 12:12,Good luck with her in there!,Strzok,Tuesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795469/all_messages_split_to_14000_4_content_only-00-22.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,7906033
1/24/2017 12:12,And that right there is the populist appeal of my leadership style!,Strzok,Tuesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795469/all_messages_split_to_14000_4_content_only-00-23.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,6987389
1/25/2017 7:21,Perfect. Sounds like you did it just right. And [redacted] would LOVE that. And it would be awesome for him.,Strzok,Wednesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795470/all_messages_split_to_14000_4_content_only-00-24.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,6575821
1/25/2017 7:24,"Jr and he were talking about D and DD travel so it was the perfect opportunity to mention. Yeah, I know he will. I'm excited to tell him. He's going to be really grateful. Our relationship is really quite a special one. We really truly look out for each other. Him and my bonus, me and this, or other things he finds really hard to talk about bc of his personality, deference to andy, etc",Page,Wednesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795470/all_messages_split_to_14000_4_content_only-00-25.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,6350009
1/25/2017 7:31,You two need to talk about what you're doing in 13 months… And I'm SO late. No way I get out the door before 8…,Strzok,Wednesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795470/all_messages_split_to_14000_4_content_only-00-26.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,5637023
1/25/2017 7:32,I hope you stay. Is there any way you stay? And I can't help but get the feeling JB may leave well before the D....,Strzok,Wednesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795470/all_messages_split_to_14000_4_content_only-00-27.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,5425773
1/25/2017 7:32,"Yeah, yeah, yeah... Sheesh! I'm almost done! Just have to go wrestle the stinker now...",Page,Wednesday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795470/all_messages_split_to_14000_4_content_only-00-28.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,5357011
1/27/2017 9:32,"You should cry. It's positive. It's awesome you're there. And yeah, you could, with 1.1. Or you could settle for 500 and not work crazy sick hours. All that really p*sses me off. I don't know why I simply can't be happy for him. I think it's my sense of injustice about it.",Strzok,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795471/all_messages_split_to_14000_4_content_only-00-29.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,5354101
1/27/2017 23:03,It begins... NYTimes: Russian Charged With Treason Worked in Office Linked to Election Hacking Russian Charged With Treason Worked in Office Linked to Election Hacking https://nyti_ms/2iFJaoO,Page,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795471/all_messages_split_to_14000_4_content_only-00-30.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,5353024
1/28/2017 10:23,"I'm happy to do that as,",Strzok,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795471/all_messages_split_to_14000_4_content_only-00-31.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,5352061
1/28/2017 10:23,You could feel it coming in the air yesterday for some reason. That's why had my guy come in and give me a deep dive on rhe white board yesterday. Probably wasn't wasted effort.,Page,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795471/all_messages_split_to_14000_4_content_only-00-32.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,5215483
2/3/2017 6:19,Nothing like a 4:00 am email that British [redacted] needs to talk urgently. I'm on the road in 10....,Strzok,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795472/all_messages_split_to_14000_4_content_only-00-33.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,5009277
2/4/2017 15:56,Music from banned countries? Not following. Like A,Strzok,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795472/all_messages_split_to_14000_4_content_only-00-34.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,5009268
2/4/2017 15:57,"Yes, from the visa ban countries. Iran, Syria, etc",Page,Friday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795472/all_messages_split_to_14000_4_content_only-00-35.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,5009222
2/4/2017 15:58,"Oh. Got it. Amazing you recognize songs. Thats re,",Strzok,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795472/all_messages_split_to_14000_4_content_only-00-36.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4928044
2/4/2017 20:19,"Ha, did not realize that [redacted] is one of the ausas",Page,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795473/all_messages_split_to_14000_4_content_only-00-37.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,4910915
2/4/2017 20:42,And hi,Strzok,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795473/all_messages_split_to_14000_4_content_only-00-38.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4765048
2/4/2017 20:42,Small world. [redacted] was in their scif working on,Strzok,Saturday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795473/all_messages_split_to_14000_4_content_only-00-39.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4753004
2/5/2017 7:48,You think [redacted] would be interested in [redacted] or [redacted]?,Strzok,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795473/all_messages_split_to_14000_4_content_only-00-40.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4751006
2/5/2017 7:59,Hmm. Maybe. Depends in large part on what [redacted] decides to do. CT is his first love after all….,Page,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795474/all_messages_split_to_14000_4_content_only-00-41.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,4712037
2/5/2017 8:47,You see the tweet about the Seattle judge?,Strzok,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795474/all_messages_split_to_14000_4_content_only-00-42.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4591017
2/5/2017 8:48,I did.,Page,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795474/all_messages_split_to_14000_4_content_only-00-43.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,4503300
2/5/2017 12:28,Check the red side from beth.,Page,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795474/all_messages_split_to_14000_4_content_only-00-44.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,4503200
2/5/2017 13:20,[garbled text] [redacted] [garbled text] Hi there. Work clearly n,Strzok,Sunday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795474/all_messages_split_to_14000_4_content_only-00-45.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4423600
2/6/2017 17:53,Pete - I most certainly am not funning you. I do think you should be our attendee. The meeting is about the new Admin setting its strategy for the country that concerns you most (at least top two). The DD wants at least DAD attendance at all PCCs until further notice.,Page,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795475/all_messages_split_to_14000_4_content_only-00-46.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,4379502
2/6/2017 17:57,I'm not conflating anything. I get those are two very differerent relationships.,Strzok,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795475/all_messages_split_to_14000_4_content_only-00-47.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4379401
2/6/2017 17:57,"Except this country is in Jen's branch, no mine. And she will be ALL OVER this. The trick will be to keep her from appointing herself to all such PCCs, regardless of topic. And she does need an IA from [redacted] to back bench her.",Strzok,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795475/all_messages_split_to_14000_4_content_only-00-48.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4281801
2/6/2017 18:22,And don't conflate my email to Bill with my gratitude for you. That's totally unfair.,Strzok,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795475/all_messages_split_to_14000_4_content_only-00-49.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796175/Strzok_round_300.png,4262900
2/6/2017 18:22,I really don't understand how she has a monopoly on all work related to this country.,Page,Monday,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536795488/all_messages_split_to_14000_4_content_only-00-50.png,https://res.cloudinary.com/dzuo8xgmx/image/upload/v1536796178/Page_round_300.png,4079087
